meta_id	OIDHT_OID3072	OIDHT	OIDHT_UniProt	OIDHT_Assay	OID3072	OID3072_UniProt	OID3072_Assay
OID42109_OID31275	OID42109_OID31275	OID42109	Q8TCU4	ALMS1	OID31275	Q8TCU4	ALMS1
OID42225_OID31276	OID42225_OID31276	OID42225	P49662	CASP4	OID31276	P49662	CASP4
OID42083_OID31277	OID42083_OID31277	OID42083	P11310	ACADM	OID31277	P11310	ACADM
OID43198_OID31278	OID43198_OID31278	OID43198	Q13445	TMED1	OID31278	Q13445	TMED1
OID42928_OID31279	OID42928_OID31279	OID42928	Q9UNP9	PPIE	OID31279	Q9UNP9	PPIE
OID43178_OID31280	OID43178_OID31280	OID43178	O43247	TEX33	OID31280	O43247	TEX33
OID43273_OID31281	OID43273_OID31281	OID43273	B0FP48	UPK3BL1	OID31281	B0FP48	UPK3BL1
OID43100_OID31282	OID43100_OID31282	OID43100	Q9H2G2	SLK	OID31282	Q9H2G2	SLK
OID42584_OID31283	OID42584_OID31283	OID42584	O14879	IFIT3	OID31283	O14879	IFIT3
OID42581_OID31284	OID42581_OID31284	OID42581	P47928	ID4	OID31284	P47928	ID4
OID42495_OID31285	OID42495_OID31285	OID42495	O43903	GAS2	OID31285	O43903	GAS2
OID42875_OID31286	OID42875_OID31286	OID42875	Q99487	PAFAH2	OID31286	Q99487	PAFAH2
OID42277_OID31287	OID42277_OID31287	OID42277	O15078	CEP290	OID31287	O15078	CEP290
OID43063_OID31288	OID43063_OID31288	OID43063	Q16181	SEPTIN7	OID31288	Q16181	SEPTIN7
OID43158_OID31289	OID43158_OID31289	OID43158	Q03518	TAP1	OID31289	Q03518	TAP1
OID43194_OID31290	OID43194_OID31290	OID43194	O60603	TLR2	OID31290	O60603	TLR2
OID43022_OID31291	OID43022_OID31291	OID43022	Q68DV7	RNF43	OID31291	Q68DV7	RNF43
OID43077_OID31292	OID43077_OID31292	OID43077	Q9UHJ6	SHPK	OID31292	Q9UHJ6	SHPK
OID42739_OID31293	OID42739_OID31293	OID42739	P49137	MAPKAPK2	OID31293	P49137	MAPKAPK2
